prompt_id,prompt,contains_pii,intended_pii,verification_passed,prompt_category,role_context,practice_area_context,pii_findings,pii_count,unique_pii_types,source_entities,entity_count,prompt_length,generated_timestamp,prompt_number
190a40d6-5ea9-4259-85c8-624970fbb28e,Schedule meeting between Christine Miller and Amy Smith,True,True,True,Legal Professional Query with PII,Partner,Tax Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Schedule meeting"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""between Christine"", ""start_index"": 17, ""end_index"": 34}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Miller and"", ""start_index"": 35, ""end_index"": 45}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Amy Smith"", ""start_index"": 46, ""end_index"": 55}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Schedule meeting"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""between Christine"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Miller and"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Amy Smith"", ""context"": ""legal_participant""}]",4,55,2025-08-01T10:12:29.718486,417
ad79b370-c9e2-4c9e-a772-30de70d21fea,"Prepare settlement statement for $183,323.00 distribution",True,True,True,Legal Professional Query with PII,Associate,Securities Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Prepare settlement"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""statement for"", ""start_index"": 19, ""end_index"": 32}, {""pii_type"": ""SETTLEMENT_AMOUNT"", ""value"": ""$183,323.00"", ""start_index"": 33, ""end_index"": 44}]",3,"PERSON_NAME, SETTLEMENT_AMOUNT","[{""entity_type"": ""person"", ""entity_value"": ""Prepare settlement"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""statement for"", ""context"": ""legal_participant""}]",2,57,2025-08-01T10:12:29.815441,418
cc145445-9c41-4132-ab1c-ad6920394286,Review video conferencing options for client meetings,True,False,False,Legal Professional Query without PII,Partner,Employment Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review video"", ""start_index"": 0, ""end_index"": 12}, {""pii_type"": ""PERSON_NAME"", ""value"": ""conferencing options"", ""start_index"": 13, ""end_index"": 33}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for client"", ""start_index"": 34, ""end_index"": 44}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review video"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""conferencing options"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for client"", ""context"": ""legal_participant""}]",3,53,2025-08-01T10:12:29.914922,419
f626c43a-3769-4784-b455-8592fe943ff1,Develop marketing materials for practice areas,True,False,False,Legal Professional Query without PII,Litigation Support,Family Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Develop marketing"", ""start_index"": 0, ""end_index"": 17}, {""pii_type"": ""PERSON_NAME"", ""value"": ""materials for"", ""start_index"": 18, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""practice areas"", ""start_index"": 32, ""end_index"": 46}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Develop marketing"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""materials for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""practice areas"", ""context"": ""legal_participant""}]",3,46,2025-08-01T10:12:29.926165,420
73cca92d-27bb-407f-963a-14f625308df2,Implement new billing code structure,True,False,False,Legal Professional Query without PII,Case Manager,Criminal Defense,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Implement new"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""billing code"", ""start_index"": 14, ""end_index"": 26}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Implement new"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""billing code"", ""context"": ""legal_participant""}]",2,36,2025-08-01T10:12:29.921316,421
6b11b7cb-6372-4424-82c5-6b21243012da,Schedule meeting between Megan Martin and Mrs. Carrie Moore,True,True,True,Legal Professional Query with PII,Attorney,Criminal Defense,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Schedule meeting"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""between Megan"", ""start_index"": 17, ""end_index"": 30}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Martin and"", ""start_index"": 31, ""end_index"": 41}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Carrie Moore"", ""start_index"": 47, ""end_index"": 59}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Schedule meeting"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""between Megan"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Martin and"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Carrie Moore"", ""context"": ""legal_participant""}]",4,59,2025-08-01T10:12:29.637582,422
e849c066-bee2-4b33-a104-bf7ab9312771,Update emergency contact for Brenda Schmidt to Alicia Phillips MD,True,True,True,Legal Professional Query with PII,Associate,Bankruptcy,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update emergency"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""contact for"", ""start_index"": 17, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Brenda Schmidt"", ""start_index"": 29, ""end_index"": 43}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to Alicia"", ""start_index"": 44, ""end_index"": 53}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Phillips MD"", ""start_index"": 54, ""end_index"": 65}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update emergency"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""contact for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Brenda Schmidt"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to Alicia"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Phillips MD"", ""context"": ""legal_participant""}]",5,65,2025-08-01T10:12:29.831791,423
823e761e-4589-4470-9747-f9e184d1bd4b,Implement new document management system,True,False,False,Legal Professional Query without PII,Legal Secretary,Healthcare Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Implement new"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""document management"", ""start_index"": 14, ""end_index"": 33}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Implement new"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""document management"", ""context"": ""legal_participant""}]",2,40,2025-08-01T10:12:29.924870,424
f63fa63f-a1d2-4dff-8f6a-9f1bad8264e3,Send documents to jacob.lawson@lawfirm.com for review,True,True,True,Legal Professional Query with PII,Attorney,Employment Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Send documents"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to jacob"", ""start_index"": 15, ""end_index"": 23}, {""pii_type"": ""PERSON_NAME"", ""value"": ""com for"", ""start_index"": 39, ""end_index"": 46}, {""pii_type"": ""EMAIL"", ""value"": ""jacob.lawson@lawfirm.com"", ""start_index"": 18, ""end_index"": 42}]",4,"EMAIL, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Send documents"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to jacob"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""com for"", ""context"": ""legal_participant""}, {""entity_type"": ""contact"", ""entity_value"": ""jacob.lawson@lawfirm.com"", ""context"": ""communication""}]",4,53,2025-08-01T10:12:29.810364,425
94b59339-84c1-4826-9910-498c2fa17fe6,Update status for case CV-2022-8223 in U.S. Court of Appeals 9th Circuit,True,True,True,Legal Professional Query with PII,Legal Secretary,Bankruptcy,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update status"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for case"", ""start_index"": 14, ""end_index"": 22}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Court of"", ""start_index"": 44, ""end_index"": 52}, {""pii_type"": ""ADDRESS"", ""value"": ""8223 in U"", ""start_index"": 31, ""end_index"": 40}, {""pii_type"": ""CASE_NUMBER"", ""value"": ""CV-2022-8223"", ""start_index"": 23, ""end_index"": 35}]",5,"ADDRESS, PERSON_NAME, CASE_NUMBER","[{""entity_type"": ""person"", ""entity_value"": ""Update status"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for case"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Court of"", ""context"": ""legal_participant""}, {""entity_type"": ""case"", ""entity_value"": ""CV-2022-8223"", ""context"": ""legal_case""}]",4,72,2025-08-01T10:12:29.747212,426
b5ca2226-76c8-4262-83c7-d3fb8e54912e,Generate invoice for Laura Bolton - 84 hours at $426.00/hour,True,True,True,Legal Professional Query with PII,Research Attorney,Environmental Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Generate invoice"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Laura"", ""start_index"": 17, ""end_index"": 26}, {""pii_type"": ""PERSON_NAME"", ""value"": ""hours at"", ""start_index"": 39, ""end_index"": 47}, {""pii_type"": ""ADDRESS"", ""value"": ""84 hours at"", ""start_index"": 36, ""end_index"": 47}, {""pii_type"": ""BILLING_RATE"", ""value"": ""$426.00"", ""start_index"": 48, ""end_index"": 55}, {""pii_type"": ""SETTLEMENT_AMOUNT"", ""value"": ""$426.00"", ""start_index"": 48, ""end_index"": 55}]",6,"ADDRESS, PERSON_NAME, SETTLEMENT_AMOUNT, BILLING_RATE","[{""entity_type"": ""person"", ""entity_value"": ""Generate invoice"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Laura"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""hours at"", ""context"": ""legal_participant""}]",3,60,2025-08-01T10:12:29.847862,427
2ee7d061-dd78-4cff-9707-e14cabff9892,Plan mentorship program for junior attorneys,True,False,False,Legal Professional Query without PII,Attorney,Tax Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Plan mentorship"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""program for"", ""start_index"": 16, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""junior attorneys"", ""start_index"": 28, ""end_index"": 44}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Plan mentorship"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""program for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""junior attorneys"", ""context"": ""legal_participant""}]",3,44,2025-08-01T10:12:29.916396,428
f04cc6bb-1a04-4d33-83fc-c1fa72a6fb0e,Research AI tools for document review,True,False,False,Legal Professional Query without PII,Research Attorney,Criminal Defense,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Research AI"", ""start_index"": 0, ""end_index"": 11}, {""pii_type"": ""PERSON_NAME"", ""value"": ""tools for"", ""start_index"": 12, ""end_index"": 21}, {""pii_type"": ""PERSON_NAME"", ""value"": ""document review"", ""start_index"": 22, ""end_index"": 37}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Research AI"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""tools for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""document review"", ""context"": ""legal_participant""}]",3,37,2025-08-01T10:12:29.927071,429
47e8fc2a-0fba-4017-8575-1e1f49e30733,Analyze profitability by practice area,True,False,False,Legal Professional Query without PII,Litigation Support,Securities Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Analyze profitability"", ""start_index"": 0, ""end_index"": 21}, {""pii_type"": ""PERSON_NAME"", ""value"": ""by practice"", ""start_index"": 22, ""end_index"": 33}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Analyze profitability"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""by practice"", ""context"": ""legal_participant""}]",2,38,2025-08-01T10:12:29.924712,430
9b5ad674-8896-44b2-8e92-605915ab7cd2,Review discovery timeline for case CV-2020-3394,True,True,True,Legal Professional Query with PII,Legal Secretary,Securities Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review discovery"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""timeline for"", ""start_index"": 17, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""case CV"", ""start_index"": 30, ""end_index"": 37}, {""pii_type"": ""CASE_NUMBER"", ""value"": ""CV-2020-3394"", ""start_index"": 35, ""end_index"": 47}]",4,"PERSON_NAME, CASE_NUMBER","[{""entity_type"": ""person"", ""entity_value"": ""Review discovery"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""timeline for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""case CV"", ""context"": ""legal_participant""}, {""entity_type"": ""case"", ""entity_value"": ""CV-2020-3394"", ""context"": ""legal_case""}]",4,47,2025-08-01T10:12:29.690625,431
b79ccfc9-35cf-4e16-a6df-d69300b8a88f,Prepare joint motion for Tyler Shields and co-defendant Daniel Estrada,True,True,True,Legal Professional Query with PII,Partner,Securities Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Prepare joint"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""motion for"", ""start_index"": 14, ""end_index"": 24}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Tyler Shields"", ""start_index"": 25, ""end_index"": 38}, {""pii_type"": ""PERSON_NAME"", ""value"": ""and co"", ""start_index"": 39, ""end_index"": 45}, {""pii_type"": ""PERSON_NAME"", ""value"": ""defendant Daniel"", ""start_index"": 46, ""end_index"": 62}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Prepare joint"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""motion for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Tyler Shields"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""and co"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""defendant Daniel"", ""context"": ""legal_participant""}]",5,70,2025-08-01T10:12:29.772235,432
da5dcf8d-d377-4853-879a-8055aac16b42,"Process address change for Aaron Schmitt to 1084 Jacobs Crescent, West Pamela, CT 92845",True,True,True,Legal Professional Query with PII,Litigation Support,Intellectual Property,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Process address"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""change for"", ""start_index"": 16, ""end_index"": 26}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Aaron Schmitt"", ""start_index"": 27, ""end_index"": 40}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Jacobs Crescent"", ""start_index"": 49, ""end_index"": 64}, {""pii_type"": ""PERSON_NAME"", ""value"": ""West Pamela"", ""start_index"": 66, ""end_index"": 77}, {""pii_type"": ""ADDRESS"", ""value"": ""1084 Jacobs Crescent"", ""start_index"": 44, ""end_index"": 64}, {""pii_type"": ""ZIP_CODE"", ""value"": ""92845"", ""start_index"": 82, ""end_index"": 87}]",7,"ADDRESS, PERSON_NAME, ZIP_CODE","[{""entity_type"": ""person"", ""entity_value"": ""Process address"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""change for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Aaron Schmitt"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Jacobs Crescent"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""West Pamela"", ""context"": ""legal_participant""}]",5,87,2025-08-01T10:12:29.870650,433
66383fa3-dec6-4e8f-b21b-76e3482202f9,Schedule meeting between Nathaniel Walker and Sarah Williams,True,True,True,Legal Professional Query with PII,Legal Secretary,Tax Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Schedule meeting"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""between Nathaniel"", ""start_index"": 17, ""end_index"": 34}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Walker and"", ""start_index"": 35, ""end_index"": 45}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Sarah Williams"", ""start_index"": 46, ""end_index"": 60}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Schedule meeting"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""between Nathaniel"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Walker and"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Sarah Williams"", ""context"": ""legal_participant""}]",4,60,2025-08-01T10:12:29.817954,434
1581184d-19d9-4470-a4a9-c4277dcded63,Review insurance coverage for professional liability,True,False,False,Legal Professional Query without PII,Paralegal,Corporate Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review insurance"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""coverage for"", ""start_index"": 17, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""professional liability"", ""start_index"": 30, ""end_index"": 52}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review insurance"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""coverage for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""professional liability"", ""context"": ""legal_participant""}]",3,52,2025-08-01T10:12:29.919846,435
c4df5b8d-c4eb-4e5d-aa6e-94cff83a1bce,Review the case file for Daniel Williams regarding their Wrongful Termination matter,True,True,True,Legal Professional Query with PII,Attorney,Family Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review the"", ""start_index"": 0, ""end_index"": 10}, {""pii_type"": ""PERSON_NAME"", ""value"": ""case file"", ""start_index"": 11, ""end_index"": 20}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Daniel"", ""start_index"": 21, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Williams regarding"", ""start_index"": 32, ""end_index"": 50}, {""pii_type"": ""PERSON_NAME"", ""value"": ""their Wrongful"", ""start_index"": 51, ""end_index"": 65}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Termination matter"", ""start_index"": 66, ""end_index"": 84}]",6,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review the"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""case file"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Daniel"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Williams regarding"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""their Wrongful"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Termination matter"", ""context"": ""legal_participant""}]",6,84,2025-08-01T10:12:29.688057,436
d69806a3-e5ec-48fb-a10a-d0f73fa11c73,Develop checklists for common legal procedures,True,False,False,Legal Professional Query without PII,Paralegal,Employment Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Develop checklists"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for common"", ""start_index"": 19, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""legal procedures"", ""start_index"": 30, ""end_index"": 46}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Develop checklists"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for common"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""legal procedures"", ""context"": ""legal_participant""}]",3,46,2025-08-01T10:12:29.916716,437
4ce15a7c-9975-4d8d-b6c0-c89e6666c620,Update employee handbook with recent policies,True,False,False,Legal Professional Query without PII,Research Attorney,Corporate Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update employee"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""handbook with"", ""start_index"": 16, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""recent policies"", ""start_index"": 30, ""end_index"": 45}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update employee"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""handbook with"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""recent policies"", ""context"": ""legal_participant""}]",3,45,2025-08-01T10:12:29.924781,438
e356fae8-de52-4433-8e38-c34611725478,How do we structure contingency fee agreements?,True,False,False,Legal Professional Query without PII,Litigation Support,Family Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""How do"", ""start_index"": 0, ""end_index"": 6}, {""pii_type"": ""PERSON_NAME"", ""value"": ""we structure"", ""start_index"": 7, ""end_index"": 19}, {""pii_type"": ""PERSON_NAME"", ""value"": ""contingency fee"", ""start_index"": 20, ""end_index"": 35}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""How do"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""we structure"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""contingency fee"", ""context"": ""legal_participant""}]",3,47,2025-08-01T10:12:29.911693,439
15fbf5dc-caba-4f3c-9735-773c761e6287,Update contact information for Julie Oliver - new phone 511.715.0835,True,True,True,Legal Professional Query with PII,Legal Assistant,Environmental Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update contact"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""information for"", ""start_index"": 15, ""end_index"": 30}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Julie Oliver"", ""start_index"": 31, ""end_index"": 43}, {""pii_type"": ""PERSON_NAME"", ""value"": ""new phone"", ""start_index"": 46, ""end_index"": 55}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update contact"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""information for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Julie Oliver"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""new phone"", ""context"": ""legal_participant""}]",4,68,2025-08-01T10:12:29.695963,440
c33a402e-c8f3-432a-8741-4ca423d99d90,Update status for case CV-2021-6249 in California Superior Court,True,True,True,Legal Professional Query with PII,Associate,Securities Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update status"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for case"", ""start_index"": 14, ""end_index"": 22}, {""pii_type"": ""PERSON_NAME"", ""value"": ""in California"", ""start_index"": 36, ""end_index"": 49}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Superior Court"", ""start_index"": 50, ""end_index"": 64}, {""pii_type"": ""ADDRESS"", ""value"": ""6249 in California"", ""start_index"": 31, ""end_index"": 49}, {""pii_type"": ""CASE_NUMBER"", ""value"": ""CV-2021-6249"", ""start_index"": 23, ""end_index"": 35}, {""pii_type"": ""COURT_JURISDICTION"", ""value"": ""California Superior Court"", ""start_index"": 39, ""end_index"": 64}]",7,"ADDRESS, PERSON_NAME, CASE_NUMBER, COURT_JURISDICTION","[{""entity_type"": ""person"", ""entity_value"": ""Update status"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for case"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""in California"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Superior Court"", ""context"": ""legal_participant""}, {""entity_type"": ""case"", ""entity_value"": ""CV-2021-6249"", ""context"": ""legal_case""}]",5,64,2025-08-01T10:12:29.721661,441
d2f9a8de-2816-4a6f-bcff-9981b6ebcf09,Evaluate new legal research platforms,True,False,False,Legal Professional Query without PII,Partner,Real Estate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Evaluate new"", ""start_index"": 0, ""end_index"": 12}, {""pii_type"": ""PERSON_NAME"", ""value"": ""legal research"", ""start_index"": 13, ""end_index"": 27}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Evaluate new"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""legal research"", ""context"": ""legal_participant""}]",2,37,2025-08-01T10:12:29.919196,442
06624d8a-f7d3-48ef-b5da-b58ca47944b6,Update emergency contact for Emily Flores to Kristie Williams,True,True,True,Legal Professional Query with PII,Litigation Support,Environmental Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update emergency"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""contact for"", ""start_index"": 17, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Emily Flores"", ""start_index"": 29, ""end_index"": 41}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to Kristie"", ""start_index"": 42, ""end_index"": 52}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update emergency"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""contact for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Emily Flores"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to Kristie"", ""context"": ""legal_participant""}]",4,61,2025-08-01T10:12:29.871146,443
61652fd3-41dd-4edf-acfa-a174ba059e68,Prepare witness list for Thomas Mcneil vs Kelly White,True,True,True,Legal Professional Query with PII,Partner,Criminal Defense,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Prepare witness"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""list for"", ""start_index"": 16, ""end_index"": 24}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Thomas Mcneil"", ""start_index"": 25, ""end_index"": 38}, {""pii_type"": ""PERSON_NAME"", ""value"": ""vs Kelly"", ""start_index"": 39, ""end_index"": 47}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Prepare witness"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""list for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Thomas Mcneil"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""vs Kelly"", ""context"": ""legal_participant""}]",4,53,2025-08-01T10:12:29.699736,444
