prompt_id,prompt,contains_pii,verified_pii,prompt_type,source_patient_id,num_patients,final_index
pii_0006,Document patient satisfaction for Alexandra Myers (Email: alexandra.myers@aol.com),True,True,with_pii,['917f61b3-66a4-472a-997e-53d1b87ad896'],1,422
nopii_0189,What are the best practices for patient discharge planning?,False,False,without_pii,[],0,423
nopii_0300,What infection control measures are mandated by state health department?,False,False,without_pii,[],0,424
nopii_0193,How can artificial intelligence improve diagnostic accuracy?,False,False,without_pii,[],0,425
pii_0306,Document Andrew Jackson's emergency contact as Heather Johnson (Friend),True,True,with_pii,['fb14dc56-a010-49b7-a254-b249bd41ef06'],1,426
nopii_0104,What safety protocols should be implemented for MRI procedures?,False,False,without_pii,[],0,427
nopii_0058,Review cost-effectiveness of surgical supplies procurement,False,False,without_pii,[],0,428
pii_0325,Process discharges for Thomas Martin (MRN: MRN-125693) and Mark Whitaker (MRN: MRN-882019),True,True,with_pii,"['dd200d2a-28fa-4981-99b5-f891ad2e6105', 'd32d9358-ab50-4c94-a2d2-c137bed6bb8f']",2,429
nopii_0101,What are the best practices for patient discharge planning?,False,False,without_pii,[],0,430
pii_0132,Contact emergency contacts: Mario Walker for Maria Garcia and Sydney Ward for Kevin Robinson,True,True,with_pii,"['771d030f-3955-4110-bc2e-0301d232231d', '1712df48-6c74-4ed4-8578-f4e6332bad05']",2,431
pii_0395,Compare blood work results for Heather Schroeder (Blood Type: B-) and Heather Reeves (Blood Type: AB+),True,True,with_pii,"['ed8465e1-f055-455d-8006-bae53264a8ec', 'd5e82907-d66c-4553-92dc-4248f169e2ce']",2,432
pii_0292,Schedule a follow-up appointment for John Chavez (Phone: 312.974.7069x5312) in Pulmonology,True,True,with_pii,['4f0581f6-dc10-4a34-92ae-65a0e4dfd2e9'],1,433
nopii_0325,What mobile health applications should we recommend?,False,False,without_pii,[],0,434
pii_0333,"Analyze demographics: Karen Mayer (Age: 19, Pacific Islander) vs Andrew Simmons (Age: 56, Asian)",True,True,with_pii,"['448a441e-7caf-469b-a08a-6208ebec8b0a', '49b549cc-bfb1-49da-92eb-ff8f95c51842']",2,435
nopii_0242,Create simulation scenarios for emergency department training,False,False,without_pii,[],0,436
pii_0148,Create referral letter for Joseph Bush to Radiology specialist,True,True,with_pii,['f4f4666e-0854-44f6-8942-d7ecfe7060e8'],1,437
pii_0233,Review the Severe condition of Jason Garza in Gastroenterology,True,True,with_pii,['2404595d-a6d6-4d00-9690-d9cdde1243a5'],1,438
pii_0294,Call emergency contact Jason Moore at +1-822-877-7733x1680 for Gina Smith,True,True,with_pii,['3ebf8bd9-0a3e-4572-97bf-c03e0387f6d6'],1,439
nopii_0320,What continuing education is required for medical assistants?,False,False,without_pii,[],0,440
nopii_0423,What quality metrics must be reported to CMS?,False,False,without_pii,[],0,441
nopii_0097,What emergency preparedness plans do we need for natural disasters?,False,False,without_pii,[],0,442
nopii_0447,Optimize scheduling efficiency for the radiology department,False,False,without_pii,[],0,443
nopii_0475,Analyze trends in hospital-acquired infections,False,False,without_pii,[],0,444
pii_0141,Generate medical certificate for Jessica Williams (SSN: 629-57-8663) for work absence,True,True,with_pii,['3479f386-5d66-4199-af93-056c638cc8e0'],1,445
nopii_0343,What outcomes research would benefit our patient population?,False,False,without_pii,[],0,446
pii_0295,Schedule a follow-up appointment for Caroline Collins (Phone: 917.352.0716) in Pulmonology,True,True,with_pii,['8feff87b-79d5-4e9f-b846-0474927c5ea7'],1,447
pii_0027,Create referral letter for Elizabeth Stewart to Internal Medicine specialist,True,True,with_pii,['063c47eb-4110-4f55-98b0-8cf3e2cdd04c'],1,448
nopii_0091,How should we structure our institutional review board?,False,False,without_pii,[],0,449
pii_0064,Schedule a follow-up appointment for Summer Ellis (Phone: 001-403-696-7024x365) in Gastroenterology,True,True,with_pii,['7ed4a540-b5ca-4226-b6c8-226283c7d3fb'],1,450
pii_0017,Assess treatment compliance for Carol Berry and Austin Garcia on similar medications,True,True,with_pii,"['dfab24e2-af25-462c-934d-09aed2e106a4', '25fe6e7b-77e4-4b63-a0c2-7c6cb2e71ac1']",2,451
nopii_0285,Review pain management protocols for post-surgical patients,False,False,without_pii,[],0,452
pii_0113,Analyze treatment outcomes for Michael Jones with Z87.891 and Lorazepam,True,True,with_pii,['6a34c854-1071-4d51-b6c5-9dacb4d7e28e'],1,453
pii_0139,What medications should we prescribe for Scott Peck with diagnosis L20.9?,True,True,with_pii,['e83bcc84-a609-4ad0-b114-64aa52f69081'],1,454
nopii_0037,Review cost-effectiveness of surgical supplies procurement,False,False,without_pii,[],0,455
pii_0042,Generate medical certificate for Christopher Martin (SSN: 675-41-9283) for work absence,True,True,with_pii,['6c1f0650-b517-472d-b779-7643becac08c'],1,456
pii_0385,Review quality metrics for Alexa Browning's care in Dianaberg University Hospital,True,True,with_pii,['55e10b39-6afd-4fed-97f2-0b4080dac46f'],1,457
nopii_0117,How should we respond to seasonal flu outbreaks?,False,False,without_pii,[],0,458
pii_0247,Compare blood work results for Dean Medina (Blood Type: AB-) and Daniel Kelly (Blood Type: A+),True,True,with_pii,"['82de9e73-3005-4231-b33c-bb95ebdeaaf9', '661e551e-a1fe-4bfa-8557-b73f94bd54a7']",2,459
nopii_0420,What are the updated Joint Commission safety goals?,False,True,without_pii,[],0,460
pii_0461,Compare treatment outcomes between Nicole Brock (MRN: MRN-738985) and Sean Davis (MRN: MRN-183903),True,True,with_pii,"['c9877c38-43f7-40d6-ada1-49db0d2c55f1', 'c4e3a5ed-ed77-4d37-8aa4-99b776c96825']",2,461
nopii_0199,How do we ensure compliance with controlled substance regulations?,False,False,without_pii,[],0,462
pii_0366,Review care coordination between Dr. Joshua Lee for Joseph Bush and Dr. Kimberly Moore for Rebecca Moreno,True,True,with_pii,"['f4f4666e-0854-44f6-8942-d7ecfe7060e8', 'a675bb7b-51cd-4d87-b76a-6a9bdfdbb3e2']",2,463
pii_0494,Email kimberlyjohnson@yahoo.com about Thomas Garner's medication Risperidone side effects,True,True,with_pii,['c6026414-b5be-485b-ac0b-6ca6dec16a34'],1,464
pii_0049,Call emergency contact Julia Burns at 288.362.1750 for Angela Beltran,True,True,with_pii,['5c93e629-e106-4e32-88fb-044ad1c76cf1'],1,465
nopii_0333,How should we prioritize capital equipment requests?,False,False,without_pii,[],0,466
nopii_0326,What are the updated Joint Commission safety goals?,False,True,without_pii,[],0,467
nopii_0249,What features should our new patient portal include?,False,False,without_pii,[],0,468
nopii_0382,What health education programs would benefit local schools?,False,False,without_pii,[],0,469
pii_0358,Update insurance information for Danielle Johnson with Blue Cross Blue Shield (ID: INS-2322047),True,True,with_pii,['1c11f735-dc71-4d96-8c0f-d195c17af08a'],1,470
pii_0267,Emergency admission for Jose Watson (Blood Type: B-) to Orthopedics,True,True,with_pii,['b59e67cc-2c92-4826-8615-330cc4596b6d'],1,471
nopii_0132,What biomarkers show promise for early disease detection?,False,False,without_pii,[],0,472
nopii_0329,What cybersecurity measures are needed for patient data?,False,False,without_pii,[],0,473
nopii_0218,What emergency preparedness plans do we need for natural disasters?,False,False,without_pii,[],0,474
nopii_0040,Review Medicare documentation requirements for billing,False,True,without_pii,[],0,475
nopii_0387,Design workshops on cultural competency in healthcare,False,False,without_pii,[],0,476
nopii_0334,Optimize scheduling efficiency for the radiology department,False,False,without_pii,[],0,477
nopii_0093,What preventive care services should we offer in the community?,False,False,without_pii,[],0,478
pii_0007,Compare blood work results for Barbara Wood (Blood Type: AB+) and Diane Fox (Blood Type: B-),True,True,with_pii,"['a49ad87c-833f-431e-b650-2aefea9317e9', '91ae3d4c-6659-4d83-920b-725b17871810']",2,479
nopii_0098,What are the requirements for Joint Commission accreditation?,False,True,without_pii,[],0,480
pii_0245,Update insurance information for Tamara Pena with Humana (ID: INS-4673000),True,True,with_pii,['abd2029b-fa9b-4379-a47a-5a854fb7ba31'],1,481
nopii_0319,Analyze utilization rates for operating rooms,False,False,without_pii,[],0,482
nopii_0263,What training is needed for new electronic health record system?,False,False,without_pii,[],0,483
nopii_0032,What continuing education is required for medical assistants?,False,False,without_pii,[],0,484
nopii_0164,Analyze readmission rates across all departments this quarter,False,False,without_pii,[],0,485
pii_0259,What medications should we prescribe for Austin Garcia with diagnosis I10?,True,True,with_pii,['25fe6e7b-77e4-4b63-a0c2-7c6cb2e71ac1'],1,486
nopii_0430,What data analytics tools would improve patient outcomes?,False,False,without_pii,[],0,487
pii_0287,Include patients Karen Mayer (Pacific Islander) and Shannon Benton (Asian) in diabetes study,True,True,with_pii,"['448a441e-7caf-469b-a08a-6208ebec8b0a', 'c0a7b490-ddcc-48a5-a2c8-570ebac043ca']",2,488
pii_0208,Refill authorization needed for Dennis Wells (Phone: (685)239-0917x4479) for Midazolam,True,True,with_pii,['d9e9960d-5930-4bc8-91b0-2c3144e4a78f'],1,489
pii_0484,Update patient Tara Washington's ethnicity as Pacific Islander in system,True,True,with_pii,['b75ffb9c-d06a-44fc-a8a7-b4404b329001'],1,490
pii_0483,Contact emergency contacts: Mario Smith for Laura Henderson and Daniel Reynolds for Michael Sullivan,True,True,with_pii,"['b92da22b-21df-406f-8a0b-3c3336d8393a', '77be1204-cf8a-460c-8fb0-98f94c8d03f6']",2,491
pii_0368,Contact Emma Franklin at efranklin@yahoo.com about their upcoming procedure,True,True,with_pii,['22a2a2f8-c048-46a0-bb49-0e519e46ddef'],1,492
nopii_0083,How can we improve evidence-based practice implementation?,False,False,without_pii,[],0,493
pii_0120,Prepare discharge instructions for Vincent Webb (Blood Type: A+),True,True,with_pii,['35b92983-0361-4d89-b038-419a084d93a6'],1,494
nopii_0474,What are the requirements for Joint Commission accreditation?,False,True,without_pii,[],0,495
pii_0040,Update medication lists for Susan Thomas: Fentanyl and Michelle Bennett: Metformin,True,True,with_pii,"['5da64a3a-260c-4fb4-8673-5380a7668617', '02759964-4925-48c1-bdc5-2c85e0c81a48']",2,496
pii_0153,Generate medical certificate for Karen Campbell (SSN: 694-53-8516) for work absence,True,True,with_pii,['ae991937-0846-4aa4-bfa4-cfdd01c31adc'],1,497
nopii_0167,Review infection control policies for the cardiology department,False,False,without_pii,[],0,498
pii_0411,Transfer records for Tanya Good from South Sarah Community Hospital to another facility,True,True,with_pii,['0a83a23a-4a5c-4385-b63b-7fc8683fb175'],1,499
pii_0471,Generate medical certificate for Timothy Bell (SSN: 006-97-5452) for work absence,True,True,with_pii,['02f92c9c-b5b2-446a-a55f-6b6d9917a013'],1,500
pii_0066,Email tinaf@hotmail.com about James Parks's medication Methotrexate side effects,True,True,with_pii,['6809f986-d86a-48f9-bf06-8051187eb974'],1,501
nopii_0048,Create standard operating procedures for blood transfusions,False,False,without_pii,[],0,502
nopii_0151,Analyze utilization rates for operating rooms,False,False,without_pii,[],0,503
nopii_0287,Create educational materials for patient medication compliance,False,False,without_pii,[],0,504
nopii_0082,How can artificial intelligence improve diagnostic accuracy?,False,False,without_pii,[],0,505
nopii_0077,Review infection control policies for the cardiology department,False,False,without_pii,[],0,506
nopii_0488,What infection control measures are mandated by state health department?,False,False,without_pii,[],0,507
pii_0138,Email frankt@hotmail.com about Andrew Smith's medication Sertraline side effects,True,True,with_pii,['90b9ae31-c46a-4405-82d4-c7348ed65860'],1,508
nopii_0003,Create educational materials for patient medication compliance,False,False,without_pii,[],0,509
nopii_0478,What are the requirements for Joint Commission accreditation?,False,True,without_pii,[],0,510
nopii_0171,How should we structure our institutional review board?,False,False,without_pii,[],0,511
nopii_0367,What staffing ratios are required for different units?,False,False,without_pii,[],0,512
nopii_0247,Review infection control policies for the cardiology department,False,False,without_pii,[],0,513
pii_0211,Contact emergency contacts: Cathy Thomas for John Chavez and Heidi Payne for Vickie Mueller,True,True,with_pii,"['4f0581f6-dc10-4a34-92ae-65a0e4dfd2e9', 'af8e966f-7bbb-48e1-956b-5afe4c8281db']",2,514
pii_0420,Update patient Lauren Francis's ethnicity as Native American in system,True,True,with_pii,['ecc06aeb-3ab5-41e6-9537-927280f2835e'],1,515
pii_0223,Schedule surgery for Elizabeth Holden (MRN: MRN-136691) with Dr. Dr. Deborah Cook,True,True,with_pii,['8905c183-8ef1-46c1-9d8c-65d112825d71'],1,516
nopii_0264,Evaluate different electronic prescribing systems,False,False,without_pii,[],0,517
pii_0344,Prepare discharge instructions for Katrina Reid (Blood Type: A-),True,True,with_pii,['5c5bc433-6124-4852-b6fc-90e7dbffb2a9'],1,518
pii_0297,Refill authorization needed for Trevor Thomas (Phone: +1-558-654-5513x91960) for Mesalamine,True,True,with_pii,['6138ecb0-3f2e-4130-b843-48458032dee2'],1,519
nopii_0248,What are the requirements for Joint Commission accreditation?,False,True,without_pii,[],0,520
nopii_0133,What safety protocols should be implemented for MRI procedures?,False,False,without_pii,[],0,521
pii_0376,Rush blood work for Kimberly Holloway (MRN: MRN-644365) due to Naloxone reaction,True,True,with_pii,['6ece727a-a1c7-457a-9237-4a0341b895e0'],1,522
nopii_0261,What are the top causes of medication errors in our facility?,False,False,without_pii,[],0,523
pii_0282,Create referral letter for Brian Dickerson to Pediatrics specialist,True,True,with_pii,['19d9d0b5-a962-4996-abbe-3b5a4d15f7d8'],1,524
pii_0003,"Analyze demographics: Danielle Johnson (Age: 70, Mixed) vs Charles Johnston (Age: 28, Native American)",True,True,with_pii,"['1c11f735-dc71-4d96-8c0f-d195c17af08a', '9b2aeea6-2135-4574-8adb-8f79ff82bf84']",2,525
pii_0105,"Update the address for patient Mason Anderson to PSC 8094, Box 0596, APO AA 63923",True,True,with_pii,['bcaf6e87-a8b7-44dc-bb8f-e79977785ab1'],1,526
pii_0427,Contact Michael Sullivan at michael.sullivan@yahoo.com about their upcoming procedure,True,True,with_pii,['77be1204-cf8a-460c-8fb0-98f94c8d03f6'],1,527
nopii_0154,What training is needed for new electronic health record system?,False,False,without_pii,[],0,528
pii_0463,Process family admission: Christopher Ortiz (SSN: 539-69-9030) and Nicholas Medina (SSN: 193-24-2158),True,True,with_pii,"['f3d6b9f2-d4d7-40ca-b08d-16769d09a404', '6a52cfdc-558f-4562-9646-71ac35013e0b']",2,529
nopii_0348,How can we improve evidence-based practice implementation?,False,False,without_pii,[],0,530
nopii_0441,Create educational materials for patient medication compliance,False,False,without_pii,[],0,531
nopii_0443,What mobile health applications should we recommend?,False,False,without_pii,[],0,532
nopii_0404,What are the current HIPAA privacy requirements?,False,False,without_pii,[],0,533
nopii_0006,Develop training modules for new nursing staff orientation,False,False,without_pii,[],0,534
nopii_0304,What partnerships would enhance our research capabilities?,False,False,without_pii,[],0,535
nopii_0458,Review infection control policies for the cardiology department,False,False,without_pii,[],0,536
pii_0283,Verify prescription for Patricia Reed (MRN: MRN-390302): Escitalopram,True,True,with_pii,['6e78cd59-909c-4a67-9a04-2fb09fcfd711'],1,537
nopii_0401,Evaluate different electronic prescribing systems,False,False,without_pii,[],0,538
nopii_0378,How should we respond to seasonal flu outbreaks?,False,False,without_pii,[],0,539
nopii_0440,What biomarkers show promise for early disease detection?,False,False,without_pii,[],0,540
pii_0480,Schedule group therapy session for Jeff Guzman (001-440-614-4124x522) and Trevor Thomas (+1-558-654-5513x91960),True,True,with_pii,"['ef6768c4-dd51-4387-b04f-9a10d82d6041', '6138ecb0-3f2e-4130-b843-48458032dee2']",2,541
pii_0402,Include patients Andrew Simmons (Asian) and Michael Fernandez (Pacific Islander) in diabetes study,True,True,with_pii,"['49b549cc-bfb1-49da-92eb-ff8f95c51842', 'c7eeaae2-50e7-4170-83f1-e9d531db836b']",2,542
nopii_0466,What emergency preparedness plans do we need for natural disasters?,False,False,without_pii,[],0,543
pii_0351,Refill authorization needed for Jonathan Nelson (Phone: (747)820-4744x217) for Celecoxib,True,True,with_pii,['eac2bf6c-9883-4611-bc17-fa07294412af'],1,544
nopii_0176,How can artificial intelligence improve diagnostic accuracy?,False,False,without_pii,[],0,545
pii_0125,Call emergency contact Kimberly Sanchez at 873.620.9225x45080 for Matthew Sullivan,True,True,with_pii,['e23226ad-77ac-4bc8-885b-f46b48dd60fe'],1,546
pii_0114,Process discharges for Donald Martin (MRN: MRN-340244) and Lucas Contreras (MRN: MRN-608679),True,True,with_pii,"['f0d851ad-12c3-4d13-8eb7-13272650d902', 'a890f9a8-2015-449c-bb75-10b565dcae7f']",2,547
pii_0197,Call emergency contact Alex Holmes at 8782604356 for Allen Yates,True,True,with_pii,['4dff80fc-3450-4da6-aa2a-6ffe92989be4'],1,548
pii_0111,Review the treatment plan for patient Haley Love (MRN: MRN-948992),True,True,with_pii,['6de46fed-bece-4286-89f6-84396f77cc54'],1,549
pii_0225,Document Jeffery Hernandez's emergency contact as Victoria Evans (Spouse),True,True,with_pii,['105fef51-b0af-40d2-8e3e-4f5f04612c71'],1,550
nopii_0258,What are the latest treatment protocols for diabetes management?,False,False,without_pii,[],0,551
nopii_0126,Review incident reports for falls prevention strategies,False,False,without_pii,[],0,552
pii_0474,Request second opinion for Chelsea Mcclain (Age: 24) regarding M17.12,True,True,with_pii,['179f1235-df2e-4280-bb58-44f511186c1a'],1,553
pii_0156,Verify prescription for Jason Mitchell (MRN: MRN-670517): Hydrochlorothiazide,True,True,with_pii,['74504c2f-dc63-4729-9682-9d05048b20a2'],1,554
nopii_0125,What quality metrics must be reported to CMS?,False,False,without_pii,[],0,555
nopii_0313,What are the latest treatment protocols for diabetes management?,False,False,without_pii,[],0,556
pii_0074,Create referral letter for Alicia Davis to Radiology specialist,True,True,with_pii,['7842cbc6-a001-4ba6-8a14-8b9fb6db95fb'],1,557
pii_0016,Emergency admission for Matthew Smith (Blood Type: AB+) to Internal Medicine,True,True,with_pii,['02cb42d1-da4a-4d0b-918e-e31bb35d8adb'],1,558
pii_0468,Emergency admission for Jeffery Bailey (Blood Type: O+) to Emergency Medicine,True,True,with_pii,['5c4c7bd5-55aa-48af-8faa-17e5b26cd381'],1,559
pii_0290,Immediate consultation needed for Cassandra Perez (Phone: +1-817-420-3136x9552) in Sanderston Medical Center,True,True,with_pii,['facc2e35-35b6-4692-a528-759d218acc31'],1,560
pii_0300,"Analyze demographics: Brian George (Age: 70, Mixed) vs Daniel Smith (Age: 89, Hispanic/Latino)",True,True,with_pii,"['9447169d-ec38-4b2b-8625-91023a53047e', '1e5bb5c5-e86a-4802-a574-c9e616b349ee']",2,561
nopii_0460,Create standard operating procedures for blood transfusions,False,False,without_pii,[],0,562
nopii_0128,What infection control measures are mandated by state health department?,False,False,without_pii,[],0,563
pii_0372,Compare Internal Medicine and Gastroenterology outcomes for Jerry Valenzuela and Randall Duncan,True,True,with_pii,"['b88cddde-3f20-46c2-b1b8-8d65406f64d6', 'ab0c16dd-fc39-43eb-ab5d-eee327c1d438']",2,564
pii_0102,Email staylor@yahoo.com about Jacob Rangel's medication Hydrochlorothiazide side effects,True,True,with_pii,['1e7b1fdd-d222-4ef8-b5f8-56e89acf760b'],1,565
nopii_0114,What documentation is required for controlled substance prescriptions?,False,False,without_pii,[],0,566
pii_0242,Verify prescription for Steven Brown (MRN: MRN-497519): Gadolinium,True,True,with_pii,['5cb85aed-f5f6-4c97-aefb-63b11b049863'],1,567
pii_0094,Call emergency contact Ryan Adams at +1-998-524-3780x47040 for Rebecca Thomas,True,True,with_pii,['6172c44c-636b-4f16-868d-45545725b6c5'],1,568
nopii_0162,What quality metrics must be reported to CMS?,False,False,without_pii,[],0,569
pii_0329,Review allergy list for Gary Carter: ['Iodine'] before dispensing Donepezil,True,True,with_pii,['512b4c10-a359-4aec-95d1-6ae2c940e0fa'],1,570
pii_0248,Document Mariah Wang's emergency contact as Clinton Love (Friend),True,True,with_pii,['073593d1-7732-4dc5-b3be-01918b42acfc'],1,571
pii_0057,Create referral letter for John Copeland to Cardiology specialist,True,True,with_pii,['623b6901-2d35-4557-8fe0-8af7ba3ab69d'],1,572
pii_0383,Compare blood work results for Tony Flores (Blood Type: A-) and Randall Duncan (Blood Type: AB+),True,True,with_pii,"['2681e5bb-dfbb-4a43-a6da-916cd30606ae', 'ab0c16dd-fc39-43eb-ab5d-eee327c1d438']",2,573
pii_0182,Analyze treatment outcomes for Aaron Ochoa with Z87.891 and Tiotropium,True,True,with_pii,['855b6c5b-8cb1-457e-affa-d15bbea6450f'],1,574
pii_0018,What medications should we prescribe for Duane Warren with diagnosis F03.90?,True,True,with_pii,['05ba6c45-d50a-4423-86d9-d7fa9c08de1b'],1,575
nopii_0483,How can artificial intelligence improve diagnostic accuracy?,False,False,without_pii,[],0,576
pii_0118,Process family admission: Stacy Washington (SSN: 711-52-0940) and Rita Martin (SSN: 819-77-2042),True,True,with_pii,"['6cd38b42-6eba-42c0-b52d-db01ce85f204', 'f082c877-2fc6-4e86-b69e-2dc42599a284']",2,577
pii_0084,"Include Kristopher Anderson (Age: 87, Ethnicity: Asian) in Internal Medicine research study",True,True,with_pii,['95622b92-3c4c-4c4e-8467-b3df30f35dc3'],1,578
nopii_0315,What continuing education is required for medical assistants?,False,False,without_pii,[],0,579
nopii_0100,What continuing education is required for medical assistants?,False,False,without_pii,[],0,580
nopii_0267,What preventive care services should we offer in the community?,False,False,without_pii,[],0,581
pii_0467,Update insurance information for Kathryn Newman with Blue Cross Blue Shield (ID: INS-5812480),True,True,with_pii,['555df8c6-a2f8-4dea-8b22-eb8d9a0bd63d'],1,582
nopii_0094,Create educational materials for patient medication compliance,False,False,without_pii,[],0,583
pii_0243,Review the Severe condition of Ashley Terry in Pediatrics,True,True,with_pii,['f69c511b-5fe2-4075-b9c2-bcb5d498b88b'],1,584
pii_0236,Schedule surgery for Robert Andersen (MRN: MRN-863410) with Dr. Dr. Jeffrey Hubbard,True,True,with_pii,['c92357a7-c17d-4bdb-bb7f-d088ad4fecb6'],1,585
pii_0178,Pull the medical history for patient Timothy Alvarado (SSN: 600-62-8329),True,True,with_pii,['d6bca712-6ecc-4931-af70-5d018da03d88'],1,586
nopii_0062,How can we improve vaccination rates in our service area?,False,False,without_pii,[],0,587
nopii_0085,How can we improve vaccination rates in our service area?,False,False,without_pii,[],0,588
pii_0397,Generate medical certificate for Tamara Yates (SSN: 310-71-8510) for work absence,True,True,with_pii,['02a80927-9a6b-4971-888b-efee1fb42240'],1,589
pii_0199,Verify insurance coverage for Raven Hurley (Insurance ID: INS-4182634),True,True,with_pii,['1c8a6354-d9f6-4a35-8da4-4a0e25804edf'],1,590
nopii_0009,Review incident reports for falls prevention strategies,False,False,without_pii,[],0,591
pii_0081,Call emergency contact Joanna Burke at 9537021516 for Carl Harvey,True,True,with_pii,['5763c5c0-1934-449c-81b6-69c67f6c945f'],1,592
pii_0058,Check drug interactions for Heather Miller with current medication Lorazepam,True,True,with_pii,['b7a6c7a0-f25e-4916-8f68-b1697f7b96f4'],1,593
nopii_0152,How can artificial intelligence improve diagnostic accuracy?,False,False,without_pii,[],0,594
nopii_0210,How can we improve vaccination rates in our service area?,False,False,without_pii,[],0,595
pii_0127,Send appointment reminders to Ellen Patterson (ellenp@gmail.com) and Jessica Carter (jessica.carter@hotmail.com),True,True,with_pii,"['0abe20fe-8375-4222-b74c-72c0753840d9', '38283a05-2baa-43c9-bb4e-9ecdde0787b1']",2,596
pii_0162,Generate medical certificate for Michael Maddox (SSN: 397-08-2995) for work absence,True,True,with_pii,['22aff6bb-a268-4457-bc79-8a3cea7e103c'],1,597
pii_0421,Access the emergency contact Brian Olsen ((648)271-7754x61992) for patient Ellen Patterson,True,True,with_pii,['0abe20fe-8375-4222-b74c-72c0753840d9'],1,598
nopii_0250,How can we reduce average length of stay in the ICU?,False,False,without_pii,[],0,599
nopii_0306,What partnerships would enhance our research capabilities?,False,False,without_pii,[],0,600
pii_0260,Check drug interactions for James Miller with current medication Carboplatin,True,True,with_pii,['35746477-a87d-42af-bae8-160aedafea54'],1,601
nopii_0491,What quality metrics must be reported to CMS?,False,False,without_pii,[],0,602
nopii_0137,What equipment maintenance schedules should we follow?,False,False,without_pii,[],0,603
pii_0382,Refill authorization needed for Angela Beltran (Phone: 621-683-8545x4006) for Prednisone,True,True,with_pii,['5c93e629-e106-4e32-88fb-044ad1c76cf1'],1,604
nopii_0419,Review infection control policies for the cardiology department,False,False,without_pii,[],0,605
nopii_0245,What are the requirements for Joint Commission accreditation?,False,True,without_pii,[],0,606
pii_0206,Emergency admission for Joan Hall (Blood Type: O+) to Endocrinology,True,True,with_pii,['d355441e-3e3f-4b1e-8292-95fd947ab584'],1,607
nopii_0234,Develop competency assessments for critical care nurses,False,False,without_pii,[],0,608
nopii_0332,How can we support healthy lifestyle initiatives in the community?,False,False,without_pii,[],0,609
pii_0194,Contact Jerry Valenzuela at jerry.valenzuela@yahoo.com about their upcoming procedure,True,True,with_pii,['b88cddde-3f20-46c2-b1b8-8d65406f64d6'],1,610
pii_0266,Compare blood work results for Sarah Mack (Blood Type: A-) and Emily Stewart (Blood Type: A+),True,True,with_pii,"['63754082-420d-4799-bffe-5b8b7ae32c9a', 'a8cee611-604f-49c2-9711-48184ed65164']",2,611
nopii_0052,Analyze trends in hospital-acquired infections,False,False,without_pii,[],0,612
pii_0269,Request second opinion for Ashley Peterson (Age: 40) regarding E78.5,True,True,with_pii,['9abbe46b-b205-4cec-89f7-369fe4c1d210'],1,613
pii_0177,Send consultation request to Dr. Dr. Deborah Cook for patient Elizabeth Holden,True,True,with_pii,['8905c183-8ef1-46c1-9d8c-65d112825d71'],1,614
pii_0087,Verify insurance coverage for Victoria Brown (Insurance ID: INS-4616283),True,True,with_pii,['2f10ba36-6bbf-448f-ac9f-9936de666672'],1,615
nopii_0407,What training is needed for new electronic health record system?,False,False,without_pii,[],0,616
pii_0253,Pull the medical history for patient Alexandria Thompson (SSN: 194-99-3448),True,True,with_pii,['c44c5c78-80ed-419c-af01-6e79a9b24a99'],1,617
nopii_0237,What clinical trials are currently recruiting participants?,False,False,without_pii,[],0,618
nopii_0226,What training is needed for new electronic health record system?,False,False,without_pii,[],0,619
pii_0228,Access the emergency contact Ashley Armstrong (001-319-426-7649x215) for patient Michael Chase,True,True,with_pii,['e92915a3-85cd-44bf-901c-93a3b1f22be5'],1,620
nopii_0116,How do we balance research activities with clinical care?,False,False,without_pii,[],0,621
nopii_0173,What infection control measures are mandated by state health department?,False,False,without_pii,[],0,622
pii_0348,Prepare discharge instructions for Ashley Austin (Blood Type: O+),True,True,with_pii,['d0f92d7b-5d93-4bf0-810e-07c1bf8e2640'],1,623
pii_0202,Schedule group therapy session for Annette Sanders (800.845.8724x22749) and William Scott (717-705-6476),True,True,with_pii,"['801d9f3c-6c56-4894-a3da-32e85e45c883', '808ac6dc-5e09-4e28-8592-e4842a906b01']",2,624
pii_0365,Review quality metrics for Jeremy Thompson's care in Butlerville Medical Center,True,True,with_pii,['a515a145-dd08-45b1-b529-a2f6a4158988'],1,625
pii_0490,Compare Neurology and Neurology outcomes for Gary Carter and Bill Mcfarland,True,True,with_pii,"['512b4c10-a359-4aec-95d1-6ae2c940e0fa', '641816b7-bf2b-43b4-a2e9-e52738491ecc']",2,626
nopii_0399,How can we improve patient flow in the emergency department?,False,False,without_pii,[],0,627
nopii_0122,Review pain management protocols for post-surgical patients,False,False,without_pii,[],0,628
pii_0261,Request second opinion for Teresa Schneider (Age: 66) regarding J45.9,True,True,with_pii,['2a6b379c-7abc-433c-9edf-593b69c6ae47'],1,629
pii_0264,Check drug interactions for Deanna Wilson with current medication Carbidopa-Levodopa,True,True,with_pii,['2f87455b-3f01-4323-82de-709f2415a4d5'],1,630
pii_0129,"Include Roger Nelson (Age: 22, Ethnicity: Hispanic/Latino) in Emergency Medicine research study",True,True,with_pii,['10fab909-fcfa-4e61-ab7d-71bc17956e87'],1,631
pii_0252,Review shared insurance coverage for Austin Garcia and Michael Shaw under Anthem,True,True,with_pii,"['25fe6e7b-77e4-4b63-a0c2-7c6cb2e71ac1', '2687743e-2ed0-469f-b049-ec0b6ac54227']",2,632
